starttime	seconds	ctime	dtime	ttime	wait
Sat Jan 24 23:44:03 2015	1422164643	0	494	495	464
Sat Jan 24 23:44:03 2015	1422164643	0	571	571	562
Sat Jan 24 23:44:01 2015	1422164641	0	591	591	575
Sat Jan 24 23:44:03 2015	1422164643	0	602	602	601
Sat Jan 24 23:44:02 2015	1422164642	0	650	651	640
Sat Jan 24 23:44:02 2015	1422164642	0	682	682	679
Sat Jan 24 23:43:59 2015	1422164639	0	685	686	677
Sat Jan 24 23:44:03 2015	1422164643	0	696	696	695
Sat Jan 24 23:44:02 2015	1422164642	0	711	711	661
Sat Jan 24 23:44:03 2015	1422164643	0	732	732	719
Sat Jan 24 23:43:56 2015	1422164636	0	758	758	725
Sat Jan 24 23:44:03 2015	1422164643	0	762	762	757
Sat Jan 24 23:44:03 2015	1422164643	0	769	769	750
Sat Jan 24 23:44:02 2015	1422164642	0	808	808	778
Sat Jan 24 23:44:03 2015	1422164643	0	829	829	820
Sat Jan 24 23:44:03 2015	1422164643	0	840	840	837
Sat Jan 24 23:43:59 2015	1422164639	0	841	841	811
Sat Jan 24 23:44:03 2015	1422164643	0	843	843	788
Sat Jan 24 23:43:52 2015	1422164632	0	857	857	839
Sat Jan 24 23:43:55 2015	1422164635	0	864	864	786
Sat Jan 24 23:43:43 2015	1422164623	0	867	868	777
Sat Jan 24 23:44:01 2015	1422164641	0	887	887	852
Sat Jan 24 23:43:48 2015	1422164628	0	888	888	749
Sat Jan 24 23:43:54 2015	1422164634	0	888	888	729
Sat Jan 24 23:44:02 2015	1422164642	1	903	904	848
Sat Jan 24 23:43:51 2015	1422164631	0	907	908	877
Sat Jan 24 23:43:55 2015	1422164635	0	909	909	900
Sat Jan 24 23:43:58 2015	1422164638	0	910	910	903
Sat Jan 24 23:44:01 2015	1422164641	0	925	925	843
Sat Jan 24 23:43:53 2015	1422164633	0	933	933	919
Sat Jan 24 23:43:42 2015	1422164622	1	942	943	902
Sat Jan 24 23:43:58 2015	1422164638	1	942	943	904
Sat Jan 24 23:43:54 2015	1422164634	0	944	944	918
Sat Jan 24 23:44:02 2015	1422164642	0	956	956	952
Sat Jan 24 23:43:58 2015	1422164638	0	961	961	945
Sat Jan 24 23:43:51 2015	1422164631	2	981	983	954
Sat Jan 24 23:44:03 2015	1422164643	0	983	983	979
Sat Jan 24 23:43:54 2015	1422164634	1	988	988	979
Sat Jan 24 23:43:41 2015	1422164621	0	994	994	958
Sat Jan 24 23:44:03 2015	1422164643	0	1018	1018	994
Sat Jan 24 23:43:41 2015	1422164621	0	1022	1022	982
Sat Jan 24 23:43:37 2015	1422164617	1	1029	1030	1011
Sat Jan 24 23:43:56 2015	1422164636	0	1034	1034	1000
Sat Jan 24 23:43:42 2015	1422164622	0	1037	1037	1004
Sat Jan 24 23:43:57 2015	1422164637	0	1043	1043	973
Sat Jan 24 23:43:56 2015	1422164636	0	1044	1044	1011
Sat Jan 24 23:43:47 2015	1422164627	0	1044	1045	986
Sat Jan 24 23:43:38 2015	1422164618	0	1052	1052	1035
Sat Jan 24 23:43:57 2015	1422164637	0	1055	1055	995
Sat Jan 24 23:43:58 2015	1422164638	12	1049	1061	1007
Sat Jan 24 23:43:58 2015	1422164638	0	1062	1062	1057
Sat Jan 24 23:44:03 2015	1422164643	31	1033	1065	1031
Sat Jan 24 23:43:58 2015	1422164638	0	1066	1066	948
Sat Jan 24 23:43:59 2015	1422164639	0	1068	1068	994
Sat Jan 24 23:44:02 2015	1422164642	0	1070	1070	1058
Sat Jan 24 23:43:59 2015	1422164639	0	1078	1078	1052
Sat Jan 24 23:43:50 2015	1422164630	0	1079	1079	1051
Sat Jan 24 23:43:52 2015	1422164632	0	1080	1080	950
Sat Jan 24 23:43:59 2015	1422164639	0	1080	1080	1028
Sat Jan 24 23:44:01 2015	1422164641	0	1081	1082	1045
Sat Jan 24 23:43:54 2015	1422164634	0	1087	1088	1078
Sat Jan 24 23:43:59 2015	1422164639	0	1089	1089	1080
Sat Jan 24 23:43:49 2015	1422164629	0	1090	1091	1068
Sat Jan 24 23:43:59 2015	1422164639	0	1095	1095	1093
Sat Jan 24 23:43:50 2015	1422164630	0	1099	1099	1048
Sat Jan 24 23:43:53 2015	1422164633	0	1099	1099	1026
Sat Jan 24 23:44:03 2015	1422164643	0	1106	1106	1092
Sat Jan 24 23:44:02 2015	1422164642	0	1109	1109	1063
Sat Jan 24 23:44:01 2015	1422164641	0	1109	1110	1087
Sat Jan 24 23:43:59 2015	1422164639	0	1112	1113	1035
Sat Jan 24 23:44:00 2015	1422164640	0	1121	1121	1099
Sat Jan 24 23:44:02 2015	1422164642	0	1121	1121	1099
Sat Jan 24 23:43:37 2015	1422164617	1	1121	1122	1061
Sat Jan 24 23:44:03 2015	1422164643	0	1131	1131	1108
Sat Jan 24 23:44:03 2015	1422164643	0	1133	1133	1107
Sat Jan 24 23:43:59 2015	1422164639	0	1135	1135	1120
Sat Jan 24 23:44:01 2015	1422164641	0	1139	1139	1130
Sat Jan 24 23:43:54 2015	1422164634	0	1146	1146	1017
Sat Jan 24 23:44:03 2015	1422164643	0	1155	1155	1135
Sat Jan 24 23:44:02 2015	1422164642	0	1157	1157	1145
Sat Jan 24 23:43:57 2015	1422164637	0	1158	1159	1017
Sat Jan 24 23:44:03 2015	1422164643	0	1160	1161	1135
Sat Jan 24 23:44:00 2015	1422164640	0	1161	1162	1089
Sat Jan 24 23:43:53 2015	1422164633	0	1163	1163	1150
Sat Jan 24 23:43:59 2015	1422164639	0	1164	1164	1154
Sat Jan 24 23:43:41 2015	1422164621	0	1165	1165	1140
Sat Jan 24 23:43:48 2015	1422164628	0	1170	1170	1168
Sat Jan 24 23:44:02 2015	1422164642	0	1170	1170	1112
Sat Jan 24 23:44:03 2015	1422164643	0	1175	1175	1138
Sat Jan 24 23:43:57 2015	1422164637	0	1178	1179	1120
Sat Jan 24 23:44:03 2015	1422164643	0	1179	1179	1161
Sat Jan 24 23:44:03 2015	1422164643	0	1183	1183	1164
Sat Jan 24 23:43:55 2015	1422164635	0	1184	1184	1179
Sat Jan 24 23:43:56 2015	1422164636	0	1185	1185	1073
Sat Jan 24 23:44:03 2015	1422164643	0	1186	1186	1179
Sat Jan 24 23:43:37 2015	1422164617	0	1187	1187	1114
Sat Jan 24 23:44:01 2015	1422164641	0	1188	1188	1120
Sat Jan 24 23:44:00 2015	1422164640	0	1190	1190	1078
Sat Jan 24 23:44:02 2015	1422164642	0	1193	1194	1160
Sat Jan 24 23:44:01 2015	1422164641	1	1202	1202	1191
Sat Jan 24 23:43:48 2015	1422164628	0	1203	1204	1194
Sat Jan 24 23:43:53 2015	1422164633	0	1218	1219	1172
Sat Jan 24 23:43:59 2015	1422164639	0	1224	1224	1190
Sat Jan 24 23:43:38 2015	1422164618	0	1227	1228	1218
Sat Jan 24 23:43:54 2015	1422164634	0	1230	1230	1171
Sat Jan 24 23:43:59 2015	1422164639	0	1230	1230	1216
Sat Jan 24 23:43:40 2015	1422164620	0	1230	1231	1071
Sat Jan 24 23:43:53 2015	1422164633	0	1235	1235	1201
Sat Jan 24 23:44:02 2015	1422164642	1	1237	1238	1176
Sat Jan 24 23:43:59 2015	1422164639	0	1243	1244	1220
Sat Jan 24 23:43:57 2015	1422164637	0	1247	1247	1240
Sat Jan 24 23:44:03 2015	1422164643	0	1249	1249	1244
Sat Jan 24 23:44:00 2015	1422164640	0	1254	1254	1229
Sat Jan 24 23:43:50 2015	1422164630	0	1256	1256	1142
Sat Jan 24 23:43:46 2015	1422164626	0	1264	1265	1263
Sat Jan 24 23:43:41 2015	1422164621	1	1268	1269	1265
Sat Jan 24 23:43:51 2015	1422164631	0	1269	1269	1262
Sat Jan 24 23:43:44 2015	1422164624	0	1270	1270	1245
Sat Jan 24 23:43:48 2015	1422164628	1	1278	1279	1276
Sat Jan 24 23:43:44 2015	1422164624	0	1289	1289	1121
Sat Jan 24 23:43:54 2015	1422164634	0	1299	1299	1166
Sat Jan 24 23:44:00 2015	1422164640	0	1301	1301	1239
Sat Jan 24 23:43:47 2015	1422164627	0	1304	1304	1234
Sat Jan 24 23:43:48 2015	1422164628	0	1305	1305	1221
Sat Jan 24 23:43:56 2015	1422164636	0	1305	1305	1159
Sat Jan 24 23:44:03 2015	1422164643	0	1307	1307	1299
Sat Jan 24 23:43:43 2015	1422164623	0	1310	1310	1309
Sat Jan 24 23:43:57 2015	1422164637	0	1315	1315	1192
Sat Jan 24 23:44:02 2015	1422164642	0	1316	1316	1304
Sat Jan 24 23:44:00 2015	1422164640	0	1317	1317	1303
Sat Jan 24 23:43:39 2015	1422164619	11	1309	1320	1300
Sat Jan 24 23:44:02 2015	1422164642	0	1322	1322	1320
Sat Jan 24 23:43:56 2015	1422164636	0	1323	1324	1309
Sat Jan 24 23:43:44 2015	1422164624	1	1324	1325	1312
Sat Jan 24 23:44:00 2015	1422164640	0	1327	1328	1320
Sat Jan 24 23:43:57 2015	1422164637	0	1331	1331	1331
Sat Jan 24 23:44:01 2015	1422164641	0	1335	1335	1143
Sat Jan 24 23:43:51 2015	1422164631	0	1342	1342	1282
Sat Jan 24 23:43:42 2015	1422164622	0	1342	1343	1232
Sat Jan 24 23:44:03 2015	1422164643	0	1343	1343	1339
Sat Jan 24 23:44:00 2015	1422164640	0	1344	1344	1337
Sat Jan 24 23:43:54 2015	1422164634	0	1346	1347	1236
Sat Jan 24 23:43:58 2015	1422164638	0	1347	1347	1319
Sat Jan 24 23:43:57 2015	1422164637	0	1349	1349	1319
Sat Jan 24 23:43:43 2015	1422164623	0	1357	1358	1186
Sat Jan 24 23:43:48 2015	1422164628	0	1357	1358	1352
Sat Jan 24 23:43:53 2015	1422164633	0	1358	1359	1304
Sat Jan 24 23:43:35 2015	1422164615	4	1356	1360	1326
Sat Jan 24 23:43:55 2015	1422164635	0	1363	1363	1339
Sat Jan 24 23:43:46 2015	1422164626	0	1365	1366	1365
Sat Jan 24 23:43:50 2015	1422164630	0	1367	1367	1356
Sat Jan 24 23:43:38 2015	1422164618	0	1377	1377	1337
Sat Jan 24 23:43:58 2015	1422164638	0	1378	1378	1351
Sat Jan 24 23:44:02 2015	1422164642	0	1378	1379	1343
Sat Jan 24 23:44:03 2015	1422164643	0	1380	1380	1379
Sat Jan 24 23:43:59 2015	1422164639	0	1380	1381	1296
Sat Jan 24 23:43:52 2015	1422164632	0	1382	1382	1217
Sat Jan 24 23:43:52 2015	1422164632	0	1382	1383	1362
Sat Jan 24 23:43:54 2015	1422164634	0	1383	1383	1330
Sat Jan 24 23:43:38 2015	1422164618	0	1384	1384	1315
Sat Jan 24 23:43:40 2015	1422164620	0	1383	1384	1323
Sat Jan 24 23:44:00 2015	1422164640	0	1384	1384	1352
Sat Jan 24 23:44:01 2015	1422164641	0	1389	1389	1366
Sat Jan 24 23:43:57 2015	1422164637	0	1389	1389	1323
Sat Jan 24 23:43:35 2015	1422164615	77	1315	1392	1262
Sat Jan 24 23:44:02 2015	1422164642	1	1400	1401	1340
Sat Jan 24 23:43:54 2015	1422164634	0	1401	1401	1378
Sat Jan 24 23:43:38 2015	1422164618	0	1405	1405	1198
Sat Jan 24 23:43:55 2015	1422164635	0	1406	1406	1381
Sat Jan 24 23:43:51 2015	1422164631	0	1409	1409	1406
Sat Jan 24 23:43:39 2015	1422164619	0	1409	1409	1365
Sat Jan 24 23:43:47 2015	1422164627	0	1410	1410	1393
Sat Jan 24 23:43:57 2015	1422164637	0	1411	1411	1400
Sat Jan 24 23:43:45 2015	1422164625	0	1412	1413	1368
Sat Jan 24 23:44:00 2015	1422164640	30	1385	1416	1347
Sat Jan 24 23:43:57 2015	1422164637	0	1420	1420	1284
Sat Jan 24 23:43:39 2015	1422164619	0	1425	1426	1375
Sat Jan 24 23:43:55 2015	1422164635	0	1426	1427	1392
Sat Jan 24 23:43:54 2015	1422164634	0	1431	1431	1341
Sat Jan 24 23:43:41 2015	1422164621	0	1436	1436	1421
Sat Jan 24 23:44:01 2015	1422164641	0	1442	1443	1418
Sat Jan 24 23:44:00 2015	1422164640	0	1443	1443	1391
Sat Jan 24 23:44:01 2015	1422164641	0	1449	1450	1395
Sat Jan 24 23:43:58 2015	1422164638	0	1450	1450	1431
Sat Jan 24 23:43:46 2015	1422164626	0	1451	1451	1427
Sat Jan 24 23:43:57 2015	1422164637	0	1454	1455	1359
Sat Jan 24 23:43:47 2015	1422164627	0	1455	1455	1450
Sat Jan 24 23:43:51 2015	1422164631	0	1458	1459	1239
Sat Jan 24 23:43:38 2015	1422164618	0	1461	1461	1422
Sat Jan 24 23:43:51 2015	1422164631	0	1465	1465	1439
Sat Jan 24 23:43:37 2015	1422164617	0	1470	1471	1168
Sat Jan 24 23:43:43 2015	1422164623	0	1475	1475	1473
Sat Jan 24 23:43:56 2015	1422164636	0	1476	1476	1467
Sat Jan 24 23:43:42 2015	1422164622	0	1479	1479	1390
Sat Jan 24 23:43:52 2015	1422164632	0	1481	1481	1341
Sat Jan 24 23:43:51 2015	1422164631	0	1483	1483	1457
Sat Jan 24 23:44:00 2015	1422164640	0	1487	1487	1431
Sat Jan 24 23:43:48 2015	1422164628	0	1488	1488	1436
Sat Jan 24 23:43:50 2015	1422164630	0	1491	1491	1399
Sat Jan 24 23:43:42 2015	1422164622	1	1499	1500	1349
Sat Jan 24 23:43:49 2015	1422164629	0	1500	1500	1443
Sat Jan 24 23:44:00 2015	1422164640	0	1500	1500	1469
Sat Jan 24 23:43:50 2015	1422164630	0	1504	1504	1470
Sat Jan 24 23:43:41 2015	1422164621	0	1505	1505	1421
Sat Jan 24 23:43:45 2015	1422164625	0	1506	1506	1468
Sat Jan 24 23:43:55 2015	1422164635	0	1512	1512	1413
Sat Jan 24 23:43:50 2015	1422164630	0	1517	1517	1438
Sat Jan 24 23:44:00 2015	1422164640	0	1517	1518	1483
Sat Jan 24 23:43:57 2015	1422164637	0	1529	1529	1344
Sat Jan 24 23:43:48 2015	1422164628	0	1530	1530	1312
Sat Jan 24 23:44:00 2015	1422164640	0	1531	1531	1475
Sat Jan 24 23:43:38 2015	1422164618	0	1531	1531	1486
Sat Jan 24 23:43:56 2015	1422164636	0	1534	1534	1505
Sat Jan 24 23:43:57 2015	1422164637	0	1538	1539	1509
Sat Jan 24 23:43:54 2015	1422164634	0	1541	1541	1499
Sat Jan 24 23:43:48 2015	1422164628	0	1543	1543	1527
Sat Jan 24 23:43:52 2015	1422164632	0	1545	1545	1505
Sat Jan 24 23:43:42 2015	1422164622	0	1551	1552	1405
Sat Jan 24 23:43:37 2015	1422164617	0	1553	1553	1530
Sat Jan 24 23:43:44 2015	1422164624	0	1554	1555	1488
Sat Jan 24 23:43:59 2015	1422164639	0	1555	1555	1535
Sat Jan 24 23:43:37 2015	1422164617	1	1558	1558	1491
Sat Jan 24 23:43:39 2015	1422164619	10	1555	1566	1552
Sat Jan 24 23:43:39 2015	1422164619	0	1568	1568	1517
Sat Jan 24 23:43:39 2015	1422164619	0	1568	1568	1556
Sat Jan 24 23:43:47 2015	1422164627	0	1569	1569	1537
Sat Jan 24 23:43:51 2015	1422164631	21	1552	1573	1539
Sat Jan 24 23:43:58 2015	1422164638	0	1576	1576	1556
Sat Jan 24 23:44:01 2015	1422164641	0	1581	1582	1550
Sat Jan 24 23:43:59 2015	1422164639	0	1583	1583	1578
Sat Jan 24 23:43:40 2015	1422164620	1	1584	1585	1584
Sat Jan 24 23:43:37 2015	1422164617	0	1594	1595	1535
Sat Jan 24 23:43:54 2015	1422164634	0	1607	1608	1593
Sat Jan 24 23:43:44 2015	1422164624	0	1609	1609	1537
Sat Jan 24 23:43:57 2015	1422164637	0	1615	1615	1612
Sat Jan 24 23:44:01 2015	1422164641	0	1617	1618	1550
Sat Jan 24 23:43:38 2015	1422164618	0	1623	1623	1615
Sat Jan 24 23:43:57 2015	1422164637	0	1633	1633	1608
Sat Jan 24 23:43:54 2015	1422164634	0	1634	1634	1603
Sat Jan 24 23:44:03 2015	1422164643	0	1634	1634	1631
Sat Jan 24 23:43:55 2015	1422164635	0	1635	1635	1625
Sat Jan 24 23:43:55 2015	1422164635	0	1635	1635	1623
Sat Jan 24 23:43:37 2015	1422164617	0	1636	1636	1513
Sat Jan 24 23:43:37 2015	1422164617	0	1637	1637	1597
Sat Jan 24 23:43:44 2015	1422164624	0	1637	1637	1509
Sat Jan 24 23:44:02 2015	1422164642	0	1641	1641	1606
Sat Jan 24 23:44:01 2015	1422164641	0	1645	1645	1511
Sat Jan 24 23:43:53 2015	1422164633	1	1647	1648	1646
Sat Jan 24 23:44:03 2015	1422164643	0	1648	1648	1630
Sat Jan 24 23:44:00 2015	1422164640	0	1649	1649	1628
Sat Jan 24 23:43:38 2015	1422164618	0	1649	1649	1470
Sat Jan 24 23:44:03 2015	1422164643	0	1650	1650	1648
Sat Jan 24 23:43:59 2015	1422164639	0	1655	1655	1625
Sat Jan 24 23:44:03 2015	1422164643	0	1657	1657	1647
Sat Jan 24 23:43:38 2015	1422164618	11	1648	1660	1553
Sat Jan 24 23:43:55 2015	1422164635	0	1664	1665	1652
Sat Jan 24 23:43:35 2015	1422164615	11	1658	1669	1610
Sat Jan 24 23:43:42 2015	1422164622	0	1674	1674	1655
Sat Jan 24 23:43:50 2015	1422164630	0	1674	1674	1661
Sat Jan 24 23:43:38 2015	1422164618	0	1674	1675	1653
Sat Jan 24 23:43:44 2015	1422164624	10	1665	1676	1612
Sat Jan 24 23:43:59 2015	1422164639	0	1676	1676	1674
Sat Jan 24 23:43:54 2015	1422164634	0	1682	1682	1626
Sat Jan 24 23:44:02 2015	1422164642	0	1684	1684	1638
Sat Jan 24 23:43:48 2015	1422164628	0	1685	1685	1655
Sat Jan 24 23:44:00 2015	1422164640	0	1687	1687	1673
Sat Jan 24 23:43:57 2015	1422164637	0	1690	1691	1313
Sat Jan 24 23:43:39 2015	1422164619	0	1691	1691	1496
Sat Jan 24 23:43:43 2015	1422164623	1	1690	1691	1520
Sat Jan 24 23:43:43 2015	1422164623	0	1691	1691	1581
Sat Jan 24 23:43:50 2015	1422164630	10	1681	1692	1656
Sat Jan 24 23:43:54 2015	1422164634	0	1692	1692	1611
Sat Jan 24 23:44:00 2015	1422164640	0	1696	1696	1666
Sat Jan 24 23:43:42 2015	1422164622	1	1695	1696	1693
Sat Jan 24 23:43:59 2015	1422164639	0	1696	1696	1673
Sat Jan 24 23:43:52 2015	1422164632	0	1703	1703	1635
Sat Jan 24 23:44:03 2015	1422164643	0	1704	1704	1701
Sat Jan 24 23:43:52 2015	1422164632	0	1704	1704	1560
Sat Jan 24 23:43:48 2015	1422164628	0	1704	1704	1505
Sat Jan 24 23:43:45 2015	1422164625	0	1714	1715	1701
Sat Jan 24 23:43:39 2015	1422164619	0	1718	1718	1580
Sat Jan 24 23:43:45 2015	1422164625	0	1718	1719	1717
Sat Jan 24 23:44:02 2015	1422164642	0	1721	1721	1640
Sat Jan 24 23:43:59 2015	1422164639	0	1722	1722	1674
Sat Jan 24 23:43:47 2015	1422164627	1	1727	1728	1679
Sat Jan 24 23:44:01 2015	1422164641	0	1729	1730	1711
Sat Jan 24 23:43:56 2015	1422164636	0	1730	1730	1648
Sat Jan 24 23:43:59 2015	1422164639	0	1731	1731	1704
Sat Jan 24 23:44:03 2015	1422164643	0	1731	1731	1663
Sat Jan 24 23:43:45 2015	1422164625	0	1734	1734	1684
Sat Jan 24 23:43:52 2015	1422164632	0	1734	1734	1732
Sat Jan 24 23:43:46 2015	1422164626	0	1738	1738	1707
Sat Jan 24 23:43:55 2015	1422164635	0	1746	1746	1718
Sat Jan 24 23:43:44 2015	1422164624	0	1750	1750	1677
Sat Jan 24 23:43:41 2015	1422164621	0	1752	1752	1642
Sat Jan 24 23:43:45 2015	1422164625	0	1754	1755	1680
Sat Jan 24 23:43:58 2015	1422164638	10	1747	1757	1656
Sat Jan 24 23:44:03 2015	1422164643	0	1766	1766	1730
Sat Jan 24 23:43:37 2015	1422164617	0	1766	1766	1696
Sat Jan 24 23:43:47 2015	1422164627	0	1767	1767	1756
Sat Jan 24 23:44:03 2015	1422164643	0	1768	1768	1765
Sat Jan 24 23:43:43 2015	1422164623	0	1769	1769	1701
Sat Jan 24 23:43:38 2015	1422164618	0	1770	1770	1695
Sat Jan 24 23:43:53 2015	1422164633	0	1774	1774	1729
Sat Jan 24 23:44:03 2015	1422164643	0	1775	1775	1769
Sat Jan 24 23:43:53 2015	1422164633	0	1778	1778	1733
Sat Jan 24 23:43:41 2015	1422164621	0	1779	1779	1761
Sat Jan 24 23:43:42 2015	1422164622	0	1780	1780	1603
Sat Jan 24 23:43:54 2015	1422164634	0	1780	1780	1764
Sat Jan 24 23:43:37 2015	1422164617	0	1781	1781	1720
Sat Jan 24 23:43:47 2015	1422164627	0	1781	1781	1763
Sat Jan 24 23:44:02 2015	1422164642	0	1788	1788	1771
Sat Jan 24 23:43:47 2015	1422164627	0	1788	1788	1766
Sat Jan 24 23:43:51 2015	1422164631	0	1788	1789	1744
Sat Jan 24 23:43:58 2015	1422164638	0	1790	1791	1728
Sat Jan 24 23:43:49 2015	1422164629	0	1792	1793	1773
Sat Jan 24 23:43:46 2015	1422164626	0	1793	1793	1742
Sat Jan 24 23:43:53 2015	1422164633	0	1796	1796	1796
Sat Jan 24 23:43:55 2015	1422164635	0	1798	1798	1769
Sat Jan 24 23:44:01 2015	1422164641	0	1799	1799	1715
Sat Jan 24 23:43:43 2015	1422164623	0	1802	1802	1746
Sat Jan 24 23:44:02 2015	1422164642	0	1803	1803	1742
Sat Jan 24 23:43:56 2015	1422164636	0	1803	1803	1681
Sat Jan 24 23:43:52 2015	1422164632	0	1804	1805	1516
Sat Jan 24 23:43:59 2015	1422164639	0	1807	1807	1785
Sat Jan 24 23:44:01 2015	1422164641	0	1807	1808	1741
Sat Jan 24 23:43:58 2015	1422164638	1	1807	1809	1791
Sat Jan 24 23:43:43 2015	1422164623	0	1810	1810	1735
Sat Jan 24 23:43:53 2015	1422164633	0	1810	1810	1744
Sat Jan 24 23:43:44 2015	1422164624	0	1814	1815	1790
Sat Jan 24 23:43:35 2015	1422164615	11	1804	1815	1761
Sat Jan 24 23:43:41 2015	1422164621	0	1815	1815	1636
Sat Jan 24 23:43:45 2015	1422164625	0	1816	1817	1726
Sat Jan 24 23:43:47 2015	1422164627	0	1819	1819	1782
Sat Jan 24 23:44:01 2015	1422164641	0	1820	1820	1798
Sat Jan 24 23:43:39 2015	1422164619	0	1820	1821	1754
Sat Jan 24 23:43:45 2015	1422164625	0	1821	1822	1813
Sat Jan 24 23:43:55 2015	1422164635	0	1823	1823	1820
Sat Jan 24 23:43:35 2015	1422164615	78	1745	1823	1705
Sat Jan 24 23:43:35 2015	1422164615	3	1821	1824	1810
Sat Jan 24 23:43:51 2015	1422164631	0	1830	1831	1583
Sat Jan 24 23:43:47 2015	1422164627	1	1832	1833	1611
Sat Jan 24 23:43:42 2015	1422164622	0	1837	1837	1790
Sat Jan 24 23:43:35 2015	1422164615	3	1838	1841	1801
Sat Jan 24 23:43:55 2015	1422164635	0	1842	1843	1787
Sat Jan 24 23:43:42 2015	1422164622	0	1843	1843	1275
Sat Jan 24 23:43:43 2015	1422164623	0	1843	1844	1596
Sat Jan 24 23:43:50 2015	1422164630	0	1847	1847	1817
Sat Jan 24 23:43:39 2015	1422164619	0	1847	1848	1847
Sat Jan 24 23:44:00 2015	1422164640	0	1848	1848	1744
Sat Jan 24 23:43:37 2015	1422164617	0	1853	1853	1557
Sat Jan 24 23:43:57 2015	1422164637	0	1855	1855	1758
Sat Jan 24 23:43:40 2015	1422164620	0	1856	1857	1708
Sat Jan 24 23:43:59 2015	1422164639	0	1857	1857	1592
Sat Jan 24 23:43:38 2015	1422164618	0	1857	1857	1814
Sat Jan 24 23:43:57 2015	1422164637	0	1863	1863	1830
Sat Jan 24 23:43:40 2015	1422164620	8	1862	1870	1738
Sat Jan 24 23:43:41 2015	1422164621	0	1871	1872	1826
Sat Jan 24 23:43:46 2015	1422164626	0	1871	1872	1871
Sat Jan 24 23:43:49 2015	1422164629	0	1878	1878	1800
Sat Jan 24 23:43:48 2015	1422164628	0	1879	1880	1705
Sat Jan 24 23:43:43 2015	1422164623	0	1883	1883	1854
Sat Jan 24 23:44:02 2015	1422164642	0	1884	1884	1856
Sat Jan 24 23:44:03 2015	1422164643	0	1884	1885	1880
Sat Jan 24 23:43:52 2015	1422164632	0	1885	1885	1800
Sat Jan 24 23:43:42 2015	1422164622	0	1885	1885	1853
Sat Jan 24 23:43:45 2015	1422164625	0	1885	1886	1863
Sat Jan 24 23:43:54 2015	1422164634	0	1887	1887	1779
Sat Jan 24 23:44:02 2015	1422164642	0	1888	1888	1881
Sat Jan 24 23:43:49 2015	1422164629	0	1889	1890	1804
Sat Jan 24 23:43:50 2015	1422164630	0	1894	1894	1865
Sat Jan 24 23:43:53 2015	1422164633	0	1896	1896	1838
Sat Jan 24 23:43:35 2015	1422164615	4	1895	1899	1874
Sat Jan 24 23:43:35 2015	1422164615	3	1897	1900	1876
Sat Jan 24 23:43:39 2015	1422164619	0	1901	1901	1831
Sat Jan 24 23:43:46 2015	1422164626	0	1902	1902	1900
