starttime	seconds	ctime	dtime	ttime	wait
Sat Jan 24 23:43:57 2015	1422164637	1	1902	1903	1766
Sat Jan 24 23:43:54 2015	1422164634	0	1905	1905	1686
Sat Jan 24 23:43:49 2015	1422164629	0	1905	1905	1466
Sat Jan 24 23:43:53 2015	1422164633	0	1905	1905	1896
Sat Jan 24 23:43:50 2015	1422164630	0	1909	1909	1881
Sat Jan 24 23:43:45 2015	1422164625	0	1910	1910	1864
Sat Jan 24 23:44:02 2015	1422164642	0	1910	1910	1907
Sat Jan 24 23:43:42 2015	1422164622	0	1913	1913	1852
Sat Jan 24 23:43:49 2015	1422164629	0	1914	1914	1813
Sat Jan 24 23:43:42 2015	1422164622	0	1920	1921	1894
Sat Jan 24 23:44:02 2015	1422164642	0	1925	1926	1915
Sat Jan 24 23:43:55 2015	1422164635	0	1926	1926	1842
Sat Jan 24 23:43:35 2015	1422164615	77	1850	1927	1821
Sat Jan 24 23:43:35 2015	1422164615	78	1850	1928	1808
Sat Jan 24 23:43:58 2015	1422164638	16	1913	1929	1887
Sat Jan 24 23:43:55 2015	1422164635	0	1932	1932	1817
Sat Jan 24 23:43:58 2015	1422164638	0	1933	1934	1876
Sat Jan 24 23:44:02 2015	1422164642	0	1934	1934	1916
Sat Jan 24 23:43:35 2015	1422164615	75	1862	1938	1512
Sat Jan 24 23:43:48 2015	1422164628	1	1938	1938	1893
Sat Jan 24 23:43:37 2015	1422164617	0	1940	1940	1935
Sat Jan 24 23:43:56 2015	1422164636	0	1945	1945	1923
Sat Jan 24 23:43:57 2015	1422164637	0	1947	1947	1860
Sat Jan 24 23:43:44 2015	1422164624	0	1948	1948	1915
Sat Jan 24 23:43:45 2015	1422164625	0	1949	1950	1924
Sat Jan 24 23:43:59 2015	1422164639	0	1951	1951	1923
Sat Jan 24 23:43:53 2015	1422164633	0	1952	1952	1896
Sat Jan 24 23:43:43 2015	1422164623	0	1957	1957	1904
Sat Jan 24 23:44:00 2015	1422164640	30	1928	1958	1828
Sat Jan 24 23:43:35 2015	1422164615	78	1886	1963	1868
Sat Jan 24 23:43:38 2015	1422164618	0	1969	1970	1966
Sat Jan 24 23:44:02 2015	1422164642	0	1970	1970	1958
Sat Jan 24 23:43:35 2015	1422164615	78	1894	1971	1889
Sat Jan 24 23:43:35 2015	1422164615	5	1967	1972	1934
Sat Jan 24 23:43:45 2015	1422164625	0	1973	1973	1829
Sat Jan 24 23:43:49 2015	1422164629	0	1975	1975	1931
Sat Jan 24 23:43:43 2015	1422164623	0	1982	1982	1976
Sat Jan 24 23:43:39 2015	1422164619	0	1982	1982	1892
Sat Jan 24 23:43:41 2015	1422164621	0	1984	1984	1868
Sat Jan 24 23:43:47 2015	1422164627	0	1985	1985	1930
Sat Jan 24 23:43:40 2015	1422164620	0	1985	1986	1949
Sat Jan 24 23:43:49 2015	1422164629	0	1990	1990	1973
Sat Jan 24 23:43:42 2015	1422164622	0	1992	1992	1874
Sat Jan 24 23:43:44 2015	1422164624	0	1992	1993	1881
Sat Jan 24 23:43:58 2015	1422164638	0	1999	1999	1935
Sat Jan 24 23:43:41 2015	1422164621	0	1999	1999	1957
Sat Jan 24 23:43:53 2015	1422164633	0	2002	2002	1973
Sat Jan 24 23:44:01 2015	1422164641	0	2004	2004	1983
Sat Jan 24 23:43:43 2015	1422164623	0	2007	2007	1992
Sat Jan 24 23:43:35 2015	1422164615	4	2006	2010	1972
Sat Jan 24 23:43:55 2015	1422164635	0	2014	2014	1964
Sat Jan 24 23:43:54 2015	1422164634	0	2015	2015	1958
Sat Jan 24 23:43:56 2015	1422164636	0	2015	2015	1962
Sat Jan 24 23:43:43 2015	1422164623	0	2015	2015	1789
Sat Jan 24 23:43:38 2015	1422164618	0	2016	2017	1983
Sat Jan 24 23:43:45 2015	1422164625	0	2017	2017	1971
Sat Jan 24 23:44:00 2015	1422164640	0	2018	2019	1902
Sat Jan 24 23:44:02 2015	1422164642	1	2022	2023	2019
Sat Jan 24 23:43:49 2015	1422164629	0	2023	2023	1883
Sat Jan 24 23:43:52 2015	1422164632	0	2027	2027	2022
Sat Jan 24 23:43:55 2015	1422164635	0	2029	2029	1861
Sat Jan 24 23:43:35 2015	1422164615	78	1958	2035	1944
Sat Jan 24 23:43:56 2015	1422164636	0	2050	2050	1756
Sat Jan 24 23:43:55 2015	1422164635	0	2052	2052	2048
Sat Jan 24 23:43:43 2015	1422164623	0	2054	2054	2045
Sat Jan 24 23:43:57 2015	1422164637	0	2055	2056	1865
Sat Jan 24 23:43:54 2015	1422164634	1	2058	2059	2029
Sat Jan 24 23:43:50 2015	1422164630	0	2063	2063	1858
Sat Jan 24 23:43:39 2015	1422164619	0	2067	2067	2061
Sat Jan 24 23:43:53 2015	1422164633	0	2069	2069	1837
Sat Jan 24 23:43:52 2015	1422164632	0	2069	2069	2021
Sat Jan 24 23:44:02 2015	1422164642	0	2072	2072	1945
Sat Jan 24 23:43:35 2015	1422164615	77	1996	2073	1960
Sat Jan 24 23:43:44 2015	1422164624	0	2079	2079	1910
Sat Jan 24 23:43:44 2015	1422164624	0	2080	2080	1855
Sat Jan 24 23:44:02 2015	1422164642	1	2080	2081	2020
Sat Jan 24 23:44:02 2015	1422164642	0	2081	2081	2058
Sat Jan 24 23:43:41 2015	1422164621	0	2082	2082	2049
Sat Jan 24 23:44:00 2015	1422164640	2	2082	2084	2045
Sat Jan 24 23:43:48 2015	1422164628	0	2087	2087	1741
Sat Jan 24 23:43:52 2015	1422164632	0	2088	2088	2035
Sat Jan 24 23:43:54 2015	1422164634	0	2089	2089	2018
Sat Jan 24 23:43:35 2015	1422164615	3	2088	2091	1901
Sat Jan 24 23:43:45 2015	1422164625	0	2094	2094	2027
Sat Jan 24 23:43:54 2015	1422164634	1	2095	2096	2043
Sat Jan 24 23:43:45 2015	1422164625	0	2101	2101	2083
Sat Jan 24 23:43:38 2015	1422164618	34	2068	2102	2052
Sat Jan 24 23:43:45 2015	1422164625	0	2103	2103	2097
Sat Jan 24 23:44:00 2015	1422164640	0	2106	2107	2061
Sat Jan 24 23:43:42 2015	1422164622	1	2107	2107	2093
Sat Jan 24 23:43:45 2015	1422164625	1	2110	2111	2042
Sat Jan 24 23:43:52 2015	1422164632	0	2111	2111	2048
Sat Jan 24 23:43:40 2015	1422164620	0	2112	2113	2091
Sat Jan 24 23:43:39 2015	1422164619	1	2116	2116	2099
Sat Jan 24 23:43:55 2015	1422164635	0	2117	2117	2024
Sat Jan 24 23:43:48 2015	1422164628	0	2118	2118	2110
Sat Jan 24 23:43:51 2015	1422164631	0	2120	2120	2077
Sat Jan 24 23:43:53 2015	1422164633	0	2121	2122	2074
Sat Jan 24 23:44:03 2015	1422164643	0	2122	2123	2117
Sat Jan 24 23:43:55 2015	1422164635	0	2126	2126	2031
Sat Jan 24 23:43:52 2015	1422164632	0	2130	2130	1947
Sat Jan 24 23:43:39 2015	1422164619	0	2131	2132	1900
Sat Jan 24 23:43:42 2015	1422164622	0	2134	2134	2094
Sat Jan 24 23:43:48 2015	1422164628	0	2134	2134	2105
Sat Jan 24 23:43:54 2015	1422164634	0	2134	2135	2076
Sat Jan 24 23:43:53 2015	1422164633	0	2135	2135	2090
Sat Jan 24 23:43:55 2015	1422164635	0	2137	2137	2105
Sat Jan 24 23:43:58 2015	1422164638	0	2137	2138	2099
Sat Jan 24 23:43:58 2015	1422164638	0	2138	2139	1905
Sat Jan 24 23:43:45 2015	1422164625	0	2152	2153	2111
Sat Jan 24 23:43:47 2015	1422164627	0	2160	2161	2021
Sat Jan 24 23:43:38 2015	1422164618	0	2161	2161	2160
Sat Jan 24 23:43:39 2015	1422164619	0	2161	2162	2083
Sat Jan 24 23:43:49 2015	1422164629	0	2162	2162	2122
Sat Jan 24 23:43:46 2015	1422164626	0	2163	2164	2130
Sat Jan 24 23:43:49 2015	1422164629	0	2164	2164	2087
Sat Jan 24 23:43:42 2015	1422164622	0	2165	2166	2099
Sat Jan 24 23:43:40 2015	1422164620	0	2166	2167	2113
Sat Jan 24 23:43:54 2015	1422164634	0	2167	2168	2126
Sat Jan 24 23:43:52 2015	1422164632	0	2168	2169	2075
Sat Jan 24 23:44:03 2015	1422164643	0	2170	2170	2160
Sat Jan 24 23:43:57 2015	1422164637	0	2170	2170	2002
Sat Jan 24 23:43:35 2015	1422164615	3	2167	2170	2144
Sat Jan 24 23:43:46 2015	1422164626	0	2171	2171	2017
Sat Jan 24 23:43:52 2015	1422164632	0	2171	2171	1979
Sat Jan 24 23:43:38 2015	1422164618	0	2172	2172	2050
Sat Jan 24 23:43:43 2015	1422164623	0	2172	2172	2093
Sat Jan 24 23:43:58 2015	1422164638	0	2174	2174	2132
Sat Jan 24 23:43:50 2015	1422164630	0	2175	2175	2007
Sat Jan 24 23:43:44 2015	1422164624	0	2179	2179	2125
Sat Jan 24 23:43:43 2015	1422164623	0	2181	2181	2121
Sat Jan 24 23:44:00 2015	1422164640	0	2187	2187	2173
Sat Jan 24 23:43:49 2015	1422164629	0	2192	2192	2116
Sat Jan 24 23:44:03 2015	1422164643	0	2193	2193	2191
Sat Jan 24 23:43:44 2015	1422164624	0	2194	2195	2140
Sat Jan 24 23:43:38 2015	1422164618	0	2195	2195	2185
Sat Jan 24 23:43:35 2015	1422164615	10	2188	2198	2184
Sat Jan 24 23:43:53 2015	1422164633	0	2199	2200	2160
Sat Jan 24 23:43:56 2015	1422164636	0	2200	2200	2186
Sat Jan 24 23:43:56 2015	1422164636	0	2203	2203	2166
Sat Jan 24 23:44:02 2015	1422164642	1	2204	2205	2078
Sat Jan 24 23:43:35 2015	1422164615	11	2194	2205	2177
Sat Jan 24 23:43:54 2015	1422164634	0	2205	2205	2116
Sat Jan 24 23:43:49 2015	1422164629	0	2206	2206	1989
Sat Jan 24 23:43:47 2015	1422164627	0	2207	2207	2033
Sat Jan 24 23:43:48 2015	1422164628	0	2210	2211	2178
Sat Jan 24 23:43:35 2015	1422164615	77	2134	2211	2131
Sat Jan 24 23:44:02 2015	1422164642	0	2212	2213	2205
Sat Jan 24 23:43:58 2015	1422164638	0	2213	2213	1994
Sat Jan 24 23:43:58 2015	1422164638	0	2213	2214	2200
Sat Jan 24 23:43:49 2015	1422164629	0	2214	2214	2173
Sat Jan 24 23:43:48 2015	1422164628	0	2220	2220	2048
Sat Jan 24 23:43:44 2015	1422164624	0	2220	2220	2092
Sat Jan 24 23:43:57 2015	1422164637	12	2209	2221	2139
Sat Jan 24 23:43:45 2015	1422164625	0	2221	2222	2130
Sat Jan 24 23:43:52 2015	1422164632	0	2224	2225	2163
Sat Jan 24 23:43:59 2015	1422164639	0	2227	2228	2169
Sat Jan 24 23:43:43 2015	1422164623	0	2228	2228	2202
Sat Jan 24 23:43:58 2015	1422164638	0	2228	2229	2202
Sat Jan 24 23:43:50 2015	1422164630	0	2229	2230	2107
Sat Jan 24 23:43:42 2015	1422164622	0	2230	2230	1957
Sat Jan 24 23:44:02 2015	1422164642	21	2213	2233	2179
Sat Jan 24 23:43:41 2015	1422164621	1	2234	2234	2143
Sat Jan 24 23:43:40 2015	1422164620	0	2234	2234	2105
Sat Jan 24 23:43:50 2015	1422164630	0	2242	2242	2187
Sat Jan 24 23:43:40 2015	1422164620	0	2244	2244	2212
Sat Jan 24 23:43:58 2015	1422164638	0	2245	2245	2243
Sat Jan 24 23:43:55 2015	1422164635	0	2246	2246	2198
Sat Jan 24 23:43:56 2015	1422164636	0	2248	2248	2127
Sat Jan 24 23:44:03 2015	1422164643	0	2250	2250	2243
Sat Jan 24 23:43:56 2015	1422164636	0	2252	2252	2224
Sat Jan 24 23:43:54 2015	1422164634	0	2252	2252	2187
Sat Jan 24 23:43:53 2015	1422164633	0	2255	2255	2091
Sat Jan 24 23:44:02 2015	1422164642	0	2256	2256	2234
Sat Jan 24 23:43:55 2015	1422164635	0	2256	2257	2231
Sat Jan 24 23:43:44 2015	1422164624	0	2261	2261	2046
Sat Jan 24 23:43:48 2015	1422164628	0	2261	2262	2174
Sat Jan 24 23:43:51 2015	1422164631	0	2262	2262	2236
Sat Jan 24 23:43:58 2015	1422164638	1	2262	2263	2259
Sat Jan 24 23:43:46 2015	1422164626	0	2264	2264	2209
Sat Jan 24 23:43:54 2015	1422164634	0	2264	2265	2254
Sat Jan 24 23:43:51 2015	1422164631	0	2265	2265	2251
Sat Jan 24 23:43:50 2015	1422164630	0	2267	2268	2144
Sat Jan 24 23:43:40 2015	1422164620	0	2267	2268	2212
Sat Jan 24 23:43:52 2015	1422164632	0	2268	2269	2255
Sat Jan 24 23:44:02 2015	1422164642	0	2273	2273	2233
Sat Jan 24 23:43:37 2015	1422164617	0	2276	2276	2258
Sat Jan 24 23:43:56 2015	1422164636	0	2279	2280	2198
Sat Jan 24 23:43:41 2015	1422164621	1	2280	2280	2267
Sat Jan 24 23:43:54 2015	1422164634	1	2280	2281	2236
Sat Jan 24 23:43:44 2015	1422164624	0	2285	2285	2039
Sat Jan 24 23:43:58 2015	1422164638	16	2269	2285	2241
Sat Jan 24 23:43:57 2015	1422164637	0	2286	2286	2205
Sat Jan 24 23:43:50 2015	1422164630	0	2292	2293	2171
Sat Jan 24 23:43:46 2015	1422164626	0	2292	2293	2226
Sat Jan 24 23:43:47 2015	1422164627	0	2301	2301	2277
Sat Jan 24 23:44:03 2015	1422164643	0	2302	2302	2298
Sat Jan 24 23:43:58 2015	1422164638	0	2302	2302	2198
Sat Jan 24 23:43:35 2015	1422164615	4	2299	2303	2244
Sat Jan 24 23:44:00 2015	1422164640	0	2311	2311	2123
Sat Jan 24 23:43:41 2015	1422164621	0	2313	2313	2266
Sat Jan 24 23:43:35 2015	1422164615	78	2238	2316	2215
Sat Jan 24 23:43:35 2015	1422164615	3	2315	2318	2275
Sat Jan 24 23:43:51 2015	1422164631	0	2318	2318	2227
Sat Jan 24 23:43:49 2015	1422164629	0	2320	2320	2198
Sat Jan 24 23:43:51 2015	1422164631	0	2321	2322	2113
Sat Jan 24 23:43:54 2015	1422164634	0	2323	2323	2233
Sat Jan 24 23:43:56 2015	1422164636	0	2326	2326	2170
Sat Jan 24 23:43:51 2015	1422164631	0	2330	2330	2316
Sat Jan 24 23:43:56 2015	1422164636	0	2334	2334	2232
Sat Jan 24 23:43:35 2015	1422164615	3	2342	2345	2315
Sat Jan 24 23:43:47 2015	1422164627	0	2348	2348	2306
Sat Jan 24 23:43:42 2015	1422164622	0	2350	2350	2295
Sat Jan 24 23:43:48 2015	1422164628	0	2350	2351	2261
Sat Jan 24 23:43:45 2015	1422164625	0	2351	2352	2350
Sat Jan 24 23:43:43 2015	1422164623	0	2354	2354	2318
Sat Jan 24 23:43:38 2015	1422164618	0	2355	2355	2352
Sat Jan 24 23:43:50 2015	1422164630	0	2359	2359	2248
Sat Jan 24 23:43:50 2015	1422164630	0	2360	2360	2338
Sat Jan 24 23:43:47 2015	1422164627	0	2363	2363	2223
Sat Jan 24 23:43:48 2015	1422164628	0	2363	2364	2348
Sat Jan 24 23:43:43 2015	1422164623	0	2367	2367	2339
Sat Jan 24 23:43:55 2015	1422164635	0	2372	2373	2369
Sat Jan 24 23:43:51 2015	1422164631	0	2374	2374	2308
Sat Jan 24 23:43:59 2015	1422164639	0	2376	2376	2304
Sat Jan 24 23:43:59 2015	1422164639	0	2376	2376	2075
Sat Jan 24 23:43:39 2015	1422164619	0	2376	2376	2326
Sat Jan 24 23:43:43 2015	1422164623	0	2376	2377	2328
Sat Jan 24 23:43:53 2015	1422164633	0	2378	2378	2129
Sat Jan 24 23:43:55 2015	1422164635	0	2379	2379	2259
Sat Jan 24 23:43:45 2015	1422164625	0	2383	2384	2366
Sat Jan 24 23:43:39 2015	1422164619	0	2385	2386	2027
Sat Jan 24 23:43:55 2015	1422164635	0	2386	2387	2238
Sat Jan 24 23:43:41 2015	1422164621	0	2389	2389	2363
Sat Jan 24 23:43:35 2015	1422164615	10	2379	2390	2361
Sat Jan 24 23:43:43 2015	1422164623	0	2391	2392	2345
Sat Jan 24 23:43:38 2015	1422164618	1	2393	2393	2388
Sat Jan 24 23:43:51 2015	1422164631	0	2395	2395	2372
Sat Jan 24 23:43:45 2015	1422164625	0	2396	2396	2359
Sat Jan 24 23:43:46 2015	1422164626	0	2399	2400	2086
Sat Jan 24 23:43:35 2015	1422164615	11	2391	2402	2365
Sat Jan 24 23:44:01 2015	1422164641	1	2402	2403	2347
Sat Jan 24 23:43:44 2015	1422164624	0	2407	2407	2396
Sat Jan 24 23:43:41 2015	1422164621	0	2407	2407	2362
Sat Jan 24 23:43:44 2015	1422164624	0	2410	2410	2196
Sat Jan 24 23:43:39 2015	1422164619	0	2410	2411	2309
Sat Jan 24 23:43:56 2015	1422164636	0	2415	2415	2361
Sat Jan 24 23:43:52 2015	1422164632	0	2415	2415	2252
Sat Jan 24 23:43:52 2015	1422164632	0	2418	2419	2396
Sat Jan 24 23:43:43 2015	1422164623	0	2422	2422	2412
Sat Jan 24 23:43:35 2015	1422164615	3	2422	2425	2266
Sat Jan 24 23:43:39 2015	1422164619	0	2425	2425	2386
Sat Jan 24 23:43:49 2015	1422164629	0	2425	2426	2233
Sat Jan 24 23:43:37 2015	1422164617	0	2426	2427	2412
Sat Jan 24 23:43:44 2015	1422164624	0	2428	2428	2419
Sat Jan 24 23:43:48 2015	1422164628	0	2428	2429	2422
Sat Jan 24 23:43:49 2015	1422164629	0	2429	2430	2427
Sat Jan 24 23:43:46 2015	1422164626	1	2432	2433	2394
Sat Jan 24 23:44:02 2015	1422164642	0	2435	2435	2406
Sat Jan 24 23:43:50 2015	1422164630	0	2435	2435	2435
Sat Jan 24 23:43:53 2015	1422164633	0	2436	2436	2352
Sat Jan 24 23:43:45 2015	1422164625	0	2436	2436	2235
Sat Jan 24 23:43:53 2015	1422164633	0	2438	2439	2243
Sat Jan 24 23:43:52 2015	1422164632	0	2440	2440	2310
Sat Jan 24 23:44:02 2015	1422164642	0	2444	2445	2417
Sat Jan 24 23:43:47 2015	1422164627	0	2447	2448	2415
Sat Jan 24 23:43:59 2015	1422164639	0	2448	2449	2357
Sat Jan 24 23:43:57 2015	1422164637	0	2460	2460	2314
Sat Jan 24 23:43:47 2015	1422164627	0	2461	2461	2456
Sat Jan 24 23:44:02 2015	1422164642	0	2462	2463	2453
Sat Jan 24 23:43:38 2015	1422164618	0	2464	2464	2464
Sat Jan 24 23:43:45 2015	1422164625	0	2467	2467	2435
Sat Jan 24 23:43:39 2015	1422164619	0	2469	2469	2312
Sat Jan 24 23:43:50 2015	1422164630	0	2471	2471	2411
Sat Jan 24 23:43:55 2015	1422164635	0	2471	2471	2459
Sat Jan 24 23:43:35 2015	1422164615	11	2462	2473	2395
Sat Jan 24 23:43:51 2015	1422164631	0	2474	2475	2379
Sat Jan 24 23:43:35 2015	1422164615	77	2402	2480	2385
Sat Jan 24 23:43:41 2015	1422164621	0	2480	2481	2303
Sat Jan 24 23:43:40 2015	1422164620	0	2482	2483	2445
Sat Jan 24 23:43:35 2015	1422164615	3	2480	2483	2381
Sat Jan 24 23:43:39 2015	1422164619	0	2487	2488	2481
Sat Jan 24 23:43:40 2015	1422164620	0	2488	2488	2479
Sat Jan 24 23:43:50 2015	1422164630	0	2490	2490	2489
Sat Jan 24 23:44:02 2015	1422164642	0	2498	2498	2374
Sat Jan 24 23:43:43 2015	1422164623	0	2500	2500	2465
Sat Jan 24 23:43:49 2015	1422164629	0	2501	2501	2354
Sat Jan 24 23:43:53 2015	1422164633	0	2501	2502	2438
Sat Jan 24 23:43:51 2015	1422164631	0	2503	2503	2303
Sat Jan 24 23:43:57 2015	1422164637	0	2508	2508	2358
Sat Jan 24 23:43:57 2015	1422164637	0	2512	2512	2400
Sat Jan 24 23:43:51 2015	1422164631	0	2512	2512	2449
Sat Jan 24 23:43:42 2015	1422164622	0	2513	2513	2502
Sat Jan 24 23:43:35 2015	1422164615	3	2512	2516	2026
Sat Jan 24 23:43:41 2015	1422164621	0	2519	2519	2436
Sat Jan 24 23:43:46 2015	1422164626	0	2521	2521	2513
Sat Jan 24 23:43:55 2015	1422164635	0	2524	2524	2478
Sat Jan 24 23:43:45 2015	1422164625	12	2518	2530	2459
Sat Jan 24 23:43:52 2015	1422164632	0	2531	2532	2478
Sat Jan 24 23:43:48 2015	1422164628	0	2531	2532	2482
Sat Jan 24 23:43:56 2015	1422164636	0	2532	2532	2532
Sat Jan 24 23:43:41 2015	1422164621	0	2533	2533	2481
Sat Jan 24 23:43:57 2015	1422164637	0	2533	2534	2262
Sat Jan 24 23:43:42 2015	1422164622	0	2535	2535	2341
Sat Jan 24 23:43:46 2015	1422164626	0	2536	2536	2514
Sat Jan 24 23:43:39 2015	1422164619	11	2528	2538	2487
Sat Jan 24 23:43:35 2015	1422164615	78	2461	2539	2248
Sat Jan 24 23:43:37 2015	1422164617	0	2542	2543	2541
Sat Jan 24 23:44:00 2015	1422164640	0	2550	2550	2135
Sat Jan 24 23:43:47 2015	1422164627	0	2551	2552	2427
Sat Jan 24 23:43:49 2015	1422164629	0	2556	2557	2453
Sat Jan 24 23:43:35 2015	1422164615	78	2482	2560	2430
Sat Jan 24 23:43:58 2015	1422164638	0	2564	2564	2494
Sat Jan 24 23:43:43 2015	1422164623	0	2565	2565	2487
Sat Jan 24 23:43:35 2015	1422164615	3	2565	2568	2539
Sat Jan 24 23:43:53 2015	1422164633	0	2570	2570	2429
Sat Jan 24 23:43:58 2015	1422164638	0	2570	2571	2369
Sat Jan 24 23:43:35 2015	1422164615	3	2569	2573	2432
Sat Jan 24 23:43:47 2015	1422164627	0	2575	2575	2565
Sat Jan 24 23:43:53 2015	1422164633	0	2580	2580	2394
Sat Jan 24 23:43:38 2015	1422164618	0	2580	2580	2579
Sat Jan 24 23:43:44 2015	1422164624	0	2585	2585	2488
Sat Jan 24 23:43:39 2015	1422164619	0	2594	2594	2558
Sat Jan 24 23:43:46 2015	1422164626	0	2605	2605	2587
Sat Jan 24 23:43:45 2015	1422164625	0	2606	2606	2545
Sat Jan 24 23:43:50 2015	1422164630	0	2607	2607	2589
Sat Jan 24 23:43:37 2015	1422164617	0	2607	2607	2548
Sat Jan 24 23:43:50 2015	1422164630	0	2611	2611	2498
Sat Jan 24 23:43:35 2015	1422164615	4	2612	2615	2350
Sat Jan 24 23:43:47 2015	1422164627	10	2605	2615	2586
Sat Jan 24 23:43:52 2015	1422164632	0	2616	2616	2527
Sat Jan 24 23:43:47 2015	1422164627	0	2619	2619	2561
Sat Jan 24 23:43:42 2015	1422164622	0	2622	2622	2367
Sat Jan 24 23:43:46 2015	1422164626	0	2622	2623	2476
Sat Jan 24 23:43:38 2015	1422164618	0	2623	2623	2618
Sat Jan 24 23:43:55 2015	1422164635	0	2626	2627	2626
Sat Jan 24 23:43:49 2015	1422164629	0	2628	2629	2564
Sat Jan 24 23:43:48 2015	1422164628	0	2631	2631	2576
Sat Jan 24 23:43:54 2015	1422164634	0	2631	2631	2129
Sat Jan 24 23:43:50 2015	1422164630	0	2632	2632	2551
Sat Jan 24 23:43:47 2015	1422164627	0	2632	2633	2608
Sat Jan 24 23:43:54 2015	1422164634	0	2633	2633	2509
Sat Jan 24 23:43:39 2015	1422164619	0	2633	2634	2534
Sat Jan 24 23:43:35 2015	1422164615	3	2632	2635	2540
Sat Jan 24 23:43:39 2015	1422164619	0	2635	2636	2327
Sat Jan 24 23:43:36 2015	1422164616	0	2637	2637	2351
Sat Jan 24 23:44:02 2015	1422164642	1	2639	2640	2627
Sat Jan 24 23:43:43 2015	1422164623	0	2641	2641	2545
Sat Jan 24 23:43:38 2015	1422164618	0	2643	2643	2570
Sat Jan 24 23:43:39 2015	1422164619	0	2643	2644	2537
Sat Jan 24 23:44:00 2015	1422164640	1	2648	2649	2562
Sat Jan 24 23:43:44 2015	1422164624	0	2651	2652	2441
Sat Jan 24 23:43:37 2015	1422164617	0	2654	2654	2594
Sat Jan 24 23:44:00 2015	1422164640	0	2654	2654	2615
Sat Jan 24 23:43:48 2015	1422164628	0	2655	2655	2554
Sat Jan 24 23:43:43 2015	1422164623	0	2657	2657	2576
Sat Jan 24 23:43:41 2015	1422164621	0	2659	2659	2569
Sat Jan 24 23:43:37 2015	1422164617	0	2662	2662	2319
Sat Jan 24 23:43:35 2015	1422164615	39	2626	2665	2562
Sat Jan 24 23:43:39 2015	1422164619	0	2668	2668	2485
Sat Jan 24 23:43:41 2015	1422164621	0	2672	2672	2356
Sat Jan 24 23:43:35 2015	1422164615	77	2599	2676	2484
Sat Jan 24 23:43:38 2015	1422164618	0	2678	2678	2661
Sat Jan 24 23:43:57 2015	1422164637	0	2679	2679	2658
Sat Jan 24 23:43:35 2015	1422164615	12	2672	2683	2544
Sat Jan 24 23:43:37 2015	1422164617	0	2690	2691	2604
Sat Jan 24 23:43:40 2015	1422164620	0	2692	2692	2674
Sat Jan 24 23:43:56 2015	1422164636	0	2696	2696	2664
Sat Jan 24 23:43:37 2015	1422164617	1	2696	2697	2639
Sat Jan 24 23:44:02 2015	1422164642	0	2702	2703	2701
Sat Jan 24 23:43:57 2015	1422164637	0	2705	2705	2608
Sat Jan 24 23:43:42 2015	1422164622	0	2708	2708	2584
Sat Jan 24 23:43:35 2015	1422164615	77	2633	2710	2568
Sat Jan 24 23:43:38 2015	1422164618	0	2710	2710	2524
